id,date,country,event_type,disinfo_subtype,threat_level,headline,summary,actors,platforms,spread,disinfo_narratives,related_events,disinfo_confidence,detection_method,content_observed,narrative_families,event_id,_original_summary,_review_notes,_reviewed,observation_count,last_observation,source_urls,narrative_family,countries,keywords,reclassification_note,reclassified_from,reclassified_date,extracted_claims,research_sources,_reclassified_from,status,reach_data,_original_headline,disinfo_justification,source_basis,verification_status,ve_related,al_shabaab_related,tags,data_source,detected_by,detection_timestamp,last_seen,intensity_trend,countries_affected,origin,online_dynamics
SSD-2026-003,2026-01-24,South Sudan,DISINFO,incitement,P1 CRITICAL,General Johnson Olony issues 'spare no lives—not even a chicken' order; UNMISS authenticates audio; genocide accusations erupt online,"On approximately 24 January 2026, SSPDF Deputy Chief for Mobilization General Johnson Olony—former militia leader and Agwelek commander—issued an audio directive to forces in Jonglei urging them to 'spare no lives… not even the elderly… not even a chicken,' and to destroy civilian homes, livestock, and property. UNMISS authenticated the recording. A South Sudanese parliamentarian (Wany Bum Makhor of Jonglei) publicly called for Olony's removal, accusing him of inciting genocide. SPLM-IO described the statement as 'an early indicator of genocidal intent.'","['Gen. Johnson Olony (SSPDF / Agwelek)', 'UNMISS (authentication)', 'MP Wany Bum Makhor', 'SPLM-IO', 'Government spokesperson Ateny Wek Ateny']","['Audio recording (broadcast/shared)', 'Facebook', 'WhatsApp', 'Reuters', 'BBC', 'HRW']",6,"['NAR-SS-005', 'NAR-SS-004']","['SSD-2025-028', 'SSD-2026-001', 'SSD-2026-002', 'SSD-2026-004', 'SSD-2026-006', 'SSD-2026-007', 'SSD-2026-008', 'SSD-2026-009', 'SSD-2026-010', 'SSD-2026-012', 'SSD-2026-013', 'SSD-2026-015', 'SSD-2026-016', 'SSD-2026-017', 'SSD-2026-018']",HIGH,meta_monitoring,False,"[{'family': 'Ethnic Incitement', 'intensity': 5, 'calibrated': True, 'calibration_note': 'Confirmed at 5 by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 5, 'calibrated': True, 'calibration_note': 'Confirmed at 5 by LLM-as-judge calibration'}, {'family': 'Collective Blame', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Revenge/Retribution', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}]",SSD-2026-003,,Extremely concerning authenticated military directive that could constitute incitement to violence against civilians and potential war crimes.,2026-03-19T08:04:53.391130+00:00,0,,https://www.hrw.org/news/2026/01/27/risk-of-atrocities-looms-in-south-sudan-amidst-renewed-civil-war; https://www.sudanspost.com/lawmaker-accuses-top-general-of-inciting-genocide-in-jonglei/; https://www.aljazeera.com/news/2026/1/28/south-sudan-launches-offensive-against-opposition-forces-what-to-know,,,,,,,"['Military orders to spare no civilian lives including elderly and children', 'Orders to destroy civilian homes, livestock, and property']","{'radio_tamazuj_original_article': 'https://www.radiotamazuj.org/en/news/article/spare-no-one-not-even-the-elderly', 'radio_tamazuj_facebook_post': 'https://www.facebook.com/Tamazuj/posts/when-we-arrive-there-dont-spare-an-elderly-dont-spare-a-chicken-dont-spare-a-hou/1326881462805964/', 'sudans_post_video': 'https://www.facebook.com/sudanspost/videos/watch-dont-spare-an-elderly-or-a-chicken-olony/2077565533032079/', 'ohchr_turk_statement_authenticated': 'https://www.ohchr.org/en/statements-and-speeches/2026/02/south-sudan-forgotten-crisis-demands-worlds-attention-turk', 'un_news_unmiss_condemns': 'https://news.un.org/en/story/2026/01/1166831', 'olony_apology_radio_community': 'https://theradiocommunity.org/lt-gen-olony-apologizes-for-spare-no-life-remarks-5356'}",,dormant,"{'facebook': 'Video posted on Sudans Post Facebook page and Radio Tamazuj Facebook page with direct quote in caption; widely reshared in diaspora groups', 'whatsapp': 'Audio circulated widely on WhatsApp as voice note', 'un_authenticated': ""OHCHR/UNMISS confirmed: 'one audio recording authenticated by the UN mission, in which a senior military official urged his forces to spare no lives, and to destroy civilian homes, livestock, and property' (OHCHR statement, 27 Feb 2026)"", 'reach_note': ""No platform-level impression counts published; South Sudanese government temporarily blocked social media (Facebook, TikTok) in early 2025 due to 'graphic violence' content""}",,,,,,,,,,,,,,,
SSD-2026-004,2026-01-25,South Sudan,CONTEXT,,P1 CRITICAL,"SSPDF orders civilians, humanitarian workers, and UNMISS to evacuate three Jonglei counties in 48 hours","The SSPDF ordered mass civilian and humanitarian evacuations from three Jonglei counties ahead of Operation Enduring Peace, forcing 180,000+ people to flee government-controlled areas. This forced displacement order preceding military operations raises serious protection concerns and restricts humanitarian access in conflict zones.","['SSPDF (Lul Ruai Koang, spokesperson)', 'UNMISS', 'NGOs/humanitarian organizations', 'Civilians in Jonglei']","['SSPDF press statement', 'Reuters', 'UNMISS statement', 'Radio Tamazuj']",4,[],"['SSD-2025-028', 'SSD-2026-001', 'SSD-2026-002', 'SSD-2026-003', 'SSD-2026-006', 'SSD-2026-007', 'SSD-2026-008', 'SSD-2026-009', 'SSD-2026-010', 'SSD-2026-012', 'SSD-2026-013', 'SSD-2026-015', 'SSD-2026-016', 'SSD-2026-017', 'SSD-2026-018']",,meta_monitoring,False,"[{'family': 'Existential Threat', 'intensity': 5, 'calibrated': True, 'calibration_note': 'Confirmed at 5 by LLM-as-judge calibration'}, {'family': 'Collective Blame', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}]",SSD-2026-004,"On 25 January 2026, the SSPDF ordered all civilians in Nyirol, Uror, and Akobo counties in Jonglei State to immediately evacuate to 'government-controlled areas.' Humanitarian organizations were given 48 hours to leave. The order preceded the announced Operation Enduring Peace offensive. UNMISS stated its peacekeepers in Akobo would remain under their mandate to alleviate tensions. The combined displacement from 29 December to 19 January had already reached approximately 180,000 people.",Mass forced displacement order preceding military operations creates conditions conducive to atrocity crimes and information warfare.,2026-03-19T08:05:12.349373+00:00,0,,https://www.reuters.com/world/africa/south-sudan-orders-un-personnel-civilians-leave-parts-jonglei-state-2026-01-26/; https://www.acaps.org/fileadmin/Data_Product/Main_media/20260224_ACAPS_South_Sudan_-_Conflict_and_displacement_in_Jonglei_.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2026-005,2026-01-26,South Sudan,CONTEXT,,P2 HIGH,Government announces acquisition of 'device' to identify and track online hate speech perpetrators,"Information Minister Ateny Wek Ateny announced on 24 January 2026 at a Juba public gathering that the government had acquired 'a device capable of identifying individuals who use social media platforms to spread hate speech and incite violence.' He warned that even lending a phone to someone who uses it to spread hate speech would result in the phone owner being held accountable. Digital rights organization The ClarityDesk fact-checked and debunked the claim, noting no single device can track and attribute online speech, and that the announcement represented a deliberate chilling effect strategy ahead of elections.","['Minister Ateny Wek Ateny', 'National Communications Authority', 'The ClarityDesk (fact-checker)', 'Social media users']","['Eye Radio (announcement)', 'Facebook (spread)', 'WhatsApp']",3,['NAR-SS-004'],[],MEDIUM,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Misinformation/Disinformation', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}]",SSD-2026-005,,Government surveillance announcements may chill free expression and create chilling effects on legitimate criticism.,2026-03-19T08:05:12.349404+00:00,0,,https://www.eyeradio.org/govt-acquires-device-to-track-online-hate-speech-ateny/; https://claritydesk.org/why-there-is-no-single-device-that-can-track-hate-speech-online-in-south-sudan/,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2026-006,2026-01-27,South Sudan,CONTEXT,,P1 CRITICAL,"HRW warns of atrocity risk in renewed civil war; 180,000 displaced; OHCHR documents Olony statement","Human Rights Watch published a major alert warning that 'the risk of atrocities looms in South Sudan amidst renewed civil war,' citing key army officials ramping up 'incendiary rhetoric amid ethnic based mobilization,' aerial bombardments, and the documented Olony 'spare no lives' statement. By 27 January, 180,000 people had been displaced in Jonglei since the December offensive, rising to over 230,000 within days. OHCHR documented the Olony audio as part of a broader pattern of inflammatory rhetoric increasing atrocity risk.","['Human Rights Watch', 'OHCHR', 'Gen. Johnson Olony (SSPDF)', 'SPLA-IO', 'SSPDF', 'Displaced civilians']","['HRW website', 'OHCHR reports', 'Facebook (amplification)', 'International media']",4,[],"['SSD-2025-028', 'SSD-2026-001', 'SSD-2026-002', 'SSD-2026-003', 'SSD-2026-004', 'SSD-2026-007', 'SSD-2026-008', 'SSD-2026-009', 'SSD-2026-010', 'SSD-2026-012', 'SSD-2026-013', 'SSD-2026-015', 'SSD-2026-016', 'SSD-2026-017', 'SSD-2026-018']",,meta_monitoring,False,"[{'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Peace/Counter-Narratives', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}]",SSD-2026-006,,International documentation of inflammatory military rhetoric creates credible foundation for monitoring escalating hate speech.,2026-03-19T08:05:12.349413+00:00,0,,https://www.hrw.org/news/2026/01/27/risk-of-atrocities-looms-in-south-sudan-amidst-renewed-civil-war; https://www.reuters.com/world/africa/south-sudan-government-says-rebel-advance-poses-serious-threat-peace-2026-01-27/,,,,,,,"[""Gen. Johnson Olony issued 'spare no lives' statement targeting civilians""]",,,,,,,,,,,,,,,,,,,
SSD-2026-007,2026-01-27,South Sudan,CONTEXT,,P1 CRITICAL,SSPDF launches Operation Enduring Peace; announces offensive to retake northern Jonglei,"On 27-28 January 2026, the SSPDF formally launched 'Operation Enduring Peace'—a major counteroffensive to retake opposition-held territories in northern Jonglei State. The operation was announced publicly alongside the evacuation orders for three counties. The stated objective was to reclaim towns captured by SPLA-IO and 'reinstate law and order.' The operation involved ground forces, aerial bombardments, and deployed the Agwelek militia under General Olony. By February, the operation had displaced over 280,000 people in Jonglei.","['SSPDF (Paul Nang Majok)', 'Agwelek militia (Gen. Olony)', 'UPDF (Uganda)', 'SPLA-IO', 'White Army', 'Civilians']","['SSPDF press statements', 'Al Jazeera', 'Reuters', 'Facebook']",4,['NAR-SS-004'],"['SSD-2025-028', 'SSD-2026-001', 'SSD-2026-002', 'SSD-2026-003', 'SSD-2026-004', 'SSD-2026-006', 'SSD-2026-008', 'SSD-2026-009', 'SSD-2026-010', 'SSD-2026-012', 'SSD-2026-013', 'SSD-2026-015', 'SSD-2026-016', 'SSD-2026-017', 'SSD-2026-018']",,meta_monitoring,False,"[{'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}, {'family': 'Collective Blame', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}]",SSD-2026-007,,Major military operation launch creates heightened risk environment for conflict-related disinformation and inflammatory messaging.,2026-03-19T08:05:12.349420+00:00,0,,https://www.aljazeera.com/news/2026/1/28/south-sudan-launches-offensive-against-opposition-forces-what-to-know; https://acleddata.com/report/violent-escalation-jonglei-threatens-south-sudans-peace-agreement,,,,,,,,,,,,,,,,,,,,,,,,,,
GAP-2026-002,2026-02-02,Kenya,CONTEXT,,P3 MODERATE,Kenya Court Withdraws Hate Speech Case Against MP Salasya After NCIC-Supervised Peace Campaign Compliance,"According to Eastleigh Voice, the Milimani Magistrate's Court on February 2, 2026 allowed the withdrawal of a hate speech case against Mumias East MP Peter Salasya, with Senior Resident Magistrate Paul Mutai confirming sufficient evidence of compliance with court-mandated conditions. According to the report, Salasya had been charged on May 19, 2025 with making inflammatory remarks on social media allegedly targeting members of a specific community, amounting to hate speech and incitement. Compliance conditions — overseen by the National Cohesion and Integration Commission (NCIC) — included an active peace initiative reaching at least 1,000 people, a sustained peace campaign on social media, and the issuance of a public apology.","['Peter Salasya (Mumias East MP)', ""Milimani Magistrate's Court"", 'Senior Resident Magistrate Paul Mutai', 'National Cohesion and Integration Commission (NCIC)']",['Social media (unspecified)'],1,['NAR-FP-001'],[],HIGH,meta_monitoring,False,"[{'family': 'Ethnic Incitement', 'intensity': 2}, {'family': 'Counter-Narrative Response', 'intensity': 2}, {'family': 'Delegitimization', 'intensity': 1}]",GAP-2026-002,,Court resolution of hate speech case demonstrates Kenya's legal framework functioning to address inflammatory political rhetoric.,2026-03-19T08:05:12.349428+00:00,0,,https://eastleighvoice.co.ke/national/284863/court-allows-withdrawal-of-hate-speech-case-against-mp-salasya-after-peace-campaign-compliance,,,,,,,['MP Salasya made inflammatory remarks on social media targeting specific communities'],,,,,,,,,,,,,,,,,,,
GAP-2026-003,2026-02-02,Kenya,CONTEXT,misinformation,P3 MODERATE,Africa Check Debunks Social Media Disinformation Claiming US Pressured Kenya to Halt China Trade Talks,"According to China Global South Project, Africa Check published a formal fact-check on February 2, 2026 finding no evidence to support a social media claim that the United States had pressured the Kenyan government to halt trade talks with China. According to the report, Africa Check traced the origin of the false claim to a misrepresentation of a report in The Standard, one of Kenya's major newspapers. The disinformation spread as a social media meme and carried geopolitical implications, falsely framing Kenya's trade posture as subject to US coercion in the context of US-China economic competition on the African continent.","['Africa Check', 'Unknown social media actors (originators of false claim)', 'The Standard Kenya (source misrepresented)']",['Social media (unspecified — meme format)'],1,['NAR-FP-002'],[],HIGH,meta_monitoring,False,"[{'family': 'Misinformation/Disinformation', 'intensity': 2}, {'family': 'Foreign Influence Operation', 'intensity': 2}, {'family': 'Delegitimization', 'intensity': 2}, {'family': 'Anti-Government Narrative', 'intensity': 1}]",GAP-2026-003,,"This is a fact-check report about disinformation, not the disinformation itself. Africa Check's debunking is the primary action being reported.",2026-03-19T08:05:32.036958+00:00,0,,https://chinaglobalsouth.com/2026/02/02/africa-check-debunks-kenya-china-trade-rumor/,,,,,,,['US pressured Kenya to halt trade talks with China'],,DISINFO,dormant,,,,,,,,,,,,,,,,
SSD-2026-008,2026-02-03,South Sudan,CONTEXT,,P1 CRITICAL,SSPDF airstrike destroys MSF Lankien hospital; 26 MSF staff missing; Pieri facility looted,"In the early hours of 3 February 2026, an SSPDF airstrike struck the MSF hospital in Lankien, Nyirol County, destroying the main warehouse and all medical supplies. The same day, MSF's health facility in Pieri was looted by unidentified assailants. MSF staff evacuated the compound before the strike but 26 of 291 staff in Lankien and Pieri remained missing and uncontactable for weeks. The hospital had served an estimated 250,000 people. SSPDF simultaneously announced the 'defeat' of SPLA-IO in northern Jonglei.","['SSPDF', 'MSF', 'SPLA-IO', 'Unknown looters (Pieri)']","['MSF press releases', 'Radio Tamazuj', 'International media', 'Facebook']",4,[],"['SSD-2026-001', 'SSD-2026-002', 'SSD-2026-003', 'SSD-2026-004', 'SSD-2026-006', 'SSD-2026-007', 'SSD-2026-009', 'SSD-2026-010', 'SSD-2026-012', 'SSD-2026-013', 'SSD-2026-015', 'SSD-2026-016', 'SSD-2026-017', 'SSD-2026-018', 'SSD-2026-020']",,meta_monitoring,False,"[{'family': 'Existential Threat', 'intensity': 5, 'calibrated': True, 'calibration_note': 'Confirmed at 5 by LLM-as-judge calibration'}, {'family': 'Collective Blame', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}]",SSD-2026-008,,"Legitimate military incident report, not disinformation content. High threat due to humanitarian impact and potential for narrative manipulation.",2026-03-19T08:05:32.036987+00:00,0,,https://www.msf.org/msf-hospital-bombarded-government-forces-south-sudan; https://www.doctorswithoutborders.org/latest/dozens-msf-staff-remain-missing-amid-escalating-violence-jonglei-south-sudan; https://www.radiotamazuj.org/en/news/article/sspdf-airstrike-hits-hospital-in-jonglei,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2026-009,2026-02-04,South Sudan,CONTEXT,,P2 HIGH,General Johnson Olony apologizes for 'spare no lives' remarks after public backlash,"On approximately 4-5 February 2026, General Johnson Olony formally apologized for his 'spare no lives' remarks, stating 'I regret those words.' Speaking after government forces had regained control of parts of Jonglei, Olony acknowledged that his earlier statement telling soldiers to 'spare no one, not even a chicken' was 'reckless and unnecessary.' He announced a disarmament campaign and called on SPLA-IO to 'seek power through elections.' The apology came after condemnation from parliamentarians, civil society, international human rights organizations, and the UN.","['Gen. Johnson Olony (SSPDF/Agwelek)', 'SSPDF High Command', 'Civil society', 'International community']","['Sudans Post', 'The Radio Community', 'Facebook', 'Radio']",4,['NAR-SS-005'],"['SSD-2026-001', 'SSD-2026-002', 'SSD-2026-003', 'SSD-2026-004', 'SSD-2026-006', 'SSD-2026-007', 'SSD-2026-008', 'SSD-2026-010', 'SSD-2026-012', 'SSD-2026-013', 'SSD-2026-015', 'SSD-2026-016', 'SSD-2026-017', 'SSD-2026-018', 'SSD-2026-020']",HIGH,meta_monitoring,False,"[{'family': 'Peace/Counter-Narratives', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 2 (delta -3) by LLM-as-judge calibration'}, {'family': 'Ethnic Incitement', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}]",SSD-2026-009,,General's apology for inflammatory remarks indicates recognition of harm. The original 'spare no lives' statement likely to be weaponized in future disinformation campaigns.,2026-03-19T08:05:32.036995+00:00,0,,https://www.sudanspost.com/gen-olony-issues-apology-challenges-splm-a-io-to-take-power-through-elections/; https://theradiocommunity.org/lt-gen-olony-apologizes-for-spare-no-life-remarks-5356,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2026-002,2026-02-10,Somalia,CONTEXT,,P2 HIGH,Somali military court executes two al-Shabaab militants by firing squad in Mogadishu,"Farhan Mohamud Abdinur Aden and Abdi Abdulqadir Mohamed were executed by firing squad on February 10, 2026, following military court convictions for al-Shabaab activities. The executions were part of an ongoing judicial counter-terrorism strategy that saw multiple executions through 2025-2026. The government framed these as evidence of a functioning rule of law, while international human rights observers continued to raise concerns about the quality of fair trial guarantees in Somalia's military court system.","['Somali Military Court', 'Al-Shabaab (convicted members)', 'Somali government']","['Eastleigh Voice', 'SONNA (state media)']",2,['NAR-FP-001'],[],,meta_monitoring,False,"[{'family': 'Counter-Narrative Response', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 2 (delta -2) by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}, {'family': 'Religious Justification', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SOM-2026-002,,Government execution of al-Shabaab militants represents state counter-terrorism policy. High potential for both pro-government propaganda and extremist counter-narratives.,2026-03-19T08:05:32.037001+00:00,0,,https://eastleighvoice.co.ke/regional/290608/somali-military-court-executes-two-al-shabaab-militants-in-mogadishu,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2026-010,2026-02-13,South Sudan,CONTEXT,,P2 HIGH,UN Security Council press statement expresses 'grave concern' at Jonglei escalation; warns of war crimes accountability,"The UN Security Council issued a press statement on 13 February 2026 expressing 'grave concern' at escalating violence in Jonglei and Eastern Equatoria. Council members explicitly recalled that 'individuals who order the commission of war crimes may be held accountable under international law,' a direct reference to Olony's statements and aerial bombardment patterns. The statement called on all parties to de-escalate, urged the South Sudanese government to cooperate with UNMISS, and raised concerns about UNMISS base closures disrupting the mission's protection mandate.","['UN Security Council', 'James Kariuki (UK, Council President)', 'UNMISS', 'South Sudanese government']","['UN press releases', 'International media', 'Diplomatic channels']",3,['NAR-SS-004'],"['MON-2026-03-16-002', 'SSD-2026-002', 'SSD-2026-003', 'SSD-2026-004', 'SSD-2026-006', 'SSD-2026-007', 'SSD-2026-008', 'SSD-2026-009', 'SSD-2026-012', 'SSD-2026-013', 'SSD-2026-015', 'SSD-2026-016', 'SSD-2026-017', 'SSD-2026-018', 'SSD-2026-020']",,meta_monitoring,False,"[{'family': 'Peace/Counter-Narratives', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 2 (delta -2) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}]",SSD-2026-010,,UN Security Council's explicit war crimes warning represents significant international pressure. The reference to 'aerial bombardment patterns' suggests systematic targeting concerns.,2026-03-19T08:05:32.037007+00:00,0,,https://press.un.org/en/2026/sc16295.doc.htm,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN-2026-004,2026-02-15,Kenya,CONTEXT,,P2 HIGH,Vincent Ayomo (28) shot dead at Linda Mwananchi rally in Kitengela; police fire live ammunition at political gathering,"A 28-year-old man, Vincent Ayomo, was shot dead through the eye by a bullet while returning home from work when police fired on crowds at the Linda Mwananchi rally led by Nairobi Senator Edwin Sifuna in Kitengela, Kajiado County. IPOA launched an independent inquiry. The killing occurred when police deployed tear gas against thousands of supporters at what was billed as a peaceful opposition rally. Sifuna blamed the Ruto administration for the killing, calling it 'senseless.' Interior CS Murkomen later told Parliament that 579 people had been killed in mob justice since January 2025, partly due to politicians arming gangs.","['Edwin Sifuna (ODM/Linda Mwananchi)', 'Kenya National Police Service', 'IPOA', 'Vincent Ayomo (victim)', 'Ruto administration']","['X (Twitter)', 'Facebook', 'Television']",3,[],"['KEN-2026-007', 'KEN-2026-014']",,meta_monitoring,False,"[{'family': 'Victimhood/Grievance', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}, {'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Revenge/Retribution', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",KEN-2026-004,,"This is a legitimate news event about police violence, not disinformation. Threat level too high for a factual report.",2026-03-19T08:05:49.267385+00:00,0,,https://www.humanrightsresearch.org/post/man-killed-during-kitengela-linda-mwananchi-protect-the-citizen-rally-in-kenya; https://www.youtube.com/watch?v=6l4LEcHN6Xc,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN-2026-005,2026-02-17,Kenya,CONTEXT,,P1 CRITICAL,Al-Shabaab Ramadan mass-casualty plot foiled: 13 arrested in Kajiado with weapons cache; two Tanzanians among suspects,"Kenya's National Intelligence Service (NIS), in a multi-agency operation involving the Special Operations Group, arrested 13 suspects on the night of February 17, 2026 at a hideout in Kajiado County. The cell—10 Kenyans, 2 Tanzanians, 1 Ugandan—was rooted in the Dadaab refugee complex and was planning coordinated mass-casualty attacks on Nairobi during Ramadan. Seized weapons included five AK-47 rifles with 600 rounds of ammunition, pistols, grenades, explosives, and drugs. The Financial Reporting Centre simultaneously froze the suspects' accounts under terrorist financing provisions. The Counter Terrorism Policing Unit described 'months of surveillance' behind the operation.","['Al-Shabaab (cell)', 'Kenya NIS', 'Counter Terrorism Policing Unit', 'Special Operations Group', 'Financial Reporting Centre', '13 suspects (10 Kenyan, 2 Tanzanian, 1 Ugandan)']","['Telegram (cell communications)', 'WhatsApp (alleged)']",2,['NAR-SO-001'],"['KEN-2025-005', 'KEN-2025-006', 'KEN-2025-008', 'KEN-2025-013', 'KEN-2025-016', 'KEN-2025-024', 'KEN-2025-029', 'KEN-2025-030', 'KEN-2026-003']",,meta_monitoring,False,"[{'family': 'Religious Distortion', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 3 (delta -2) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 4 (delta -1) by LLM-as-judge calibration'}]",KEN-2026-005,,Legitimate security report about counter-terrorism operations. Could be target for disinformation campaigns questioning government capabilities.,2026-03-19T08:05:49.267409+00:00,0,,https://www.hiiraan.com/security4/2026/Feb/204469/kenyan_police_foil_suspected_alshabaab_plot_in_nairobi_seize_weapons_and_explosives.aspx; https://www.cfr.org/global-conflict-tracker/conflict/al-shabab-somalia; https://www.ujasusi.com/p/tanzania-al-shabaab-nairobi-ramadan-plot-2026-tiss-intelligence-failure,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2026-003,2026-02-17,Somalia,CONTEXT,,P2 HIGH,AFRICOM strikes Al-Shabaab in Lower Shabelle as February 2026 campaign continues,"AFRICOM conducted an airstrike targeting al-Shabaab on February 17, 2026. The ongoing strike campaign in early 2026 continued the pace established in January, with multiple strikes across Middle Shabelle, Lower Shabelle, and Lower Juba, targeting al-Shabaab positions as the group continued its territorial pressure near Mogadishu.","['U.S. AFRICOM', 'Al-Shabaab', 'Somali Federal Government']",['AFRICOM press releases'],1,['NAR-SO-001'],"['EXT-2025-006', 'SOM-2025-001', 'SOM-2025-002', 'SOM-2025-003', 'SOM-2025-021', 'SOM-2025-033', 'SOM-2025-037', 'SOM-2026-001', 'SOM-2026-004', 'SOM-2026-007', 'SOM-2026-008', 'SOM-2026-010', 'SOM-2026-011']",,meta_monitoring,False,"[{'family': 'Counter-Narrative Response', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}, {'family': 'Anti-Government Narrative', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SOM-2026-003,,Official military report that could be contested or spun by Al-Shabaab propaganda or anti-Western disinformation narratives.,2026-03-19T08:05:49.267414+00:00,0,,https://allafrica.com/stories/202602020065.html,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD-2026-011,2026-02-18,South Sudan,CONTEXT,,P2 HIGH,President Kiir signs Cyber Crime and Computer Misuse Act 2026 into law,"On 18 February 2026, President Salva Kiir signed the Cyber Crime and Computer Misuse Act 2026 into law, along with the Audit Chamber Amendment Act and the Wildlife Conservation Act. The law criminalizes unauthorized data transmission, hacking, fake websites, publication of false information, online impersonation, and gender-based harassment. Despite government framing as a tool against online hate speech and cybercrime, civil society warned the vague provisions enabling surveillance without court warrants (Section 6) could be weaponized against journalists, human rights defenders, and political opposition, particularly ahead of elections.","['President Salva Kiir', 'Information Minister Ateny Wek Ateny', 'Ministry of Justice', 'Civil society organizations']","['SSBC (state TV)', 'Radio Tamazuj', 'Eye Radio', 'Facebook', 'YouTube']",5,[],['SSD-2026-020'],,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}]",SSD-2026-011,,"Significant legal development creating new framework for prosecuting disinformation, but also potentially restricting legitimate speech and media freedom.",2026-03-19T08:05:49.267429+00:00,0,,https://www.radiotamazuj.org/en/news/article/kiir-signs-cybercrime-audit-and-wildlife-bills-into-law; https://claritydesk.org/why-there-is-no-single-device-that-can-track-hate-speech-online-in-south-sudan/; https://www.youtube.com/watch?v=rLOMz_2RyH8,,,,,,,,,,,,,,,,,,,,,,,,,,
